Easting,Northing,RL
856990.774,6031029.2,-3351.601916
861511.962,6030845.421,-3550.698573
866033.237,6030659.319,-3763.832036
870554.601,6030470.894,-3966.849312
875076.053,6030280.146,-4044.553655
879597.597,6030087.073,-4242.44541
884119.232,6029891.675,-4477.008916
888640.959,6029693.952,-4698.926967
893162.781,6029493.904,-4927.237366
897684.697,6029291.53,-5157.007732
902206.709,6029086.829,-5441.928668
906728.818,6028879.802,-5689.329052
911251.025,6028670.447,-5915.660358
915773.331,6028458.764,-6148.789075
920295.738,6028244.753,-6380.06192
924818.246,6028028.413,-6621.223436
929340.856,6027809.744,-6876.434736
933863.569,6027588.745,-7100.119812
938386.387,6027365.416,-7340.991517
942909.311,6027139.756,-7567.767001
947432.342,6026911.765,-7777.73426
951955.48,6026681.441,-7910.185675
956478.727,6026448.786,-7960.077984
961002.083,6026213.797,-7978.347003
965525.551,6025976.475,-7991.185422
970049.131,6025736.82,-7997.643995
974572.824,6025494.829,-8003.997672
979096.631,6025250.504,-8014.289818
983620.553,6025003.843,-8004.138436
988144.591,6024754.845,-7999.2829
992668.747,6024503.512,-7992.621056
997193.022,6024249.84,-7982.053829
1001717.416,6023993.831,-7973.644685
1006241.93,6023735.484,-7969.12997
1010766.566,6023474.797,-7969.389607
1015291.325,6023211.771,-7970.716179
1019816.207,6022946.404,-7972.934386
1024341.215,6022678.697,-7973.759327
1028866.348,6022408.648,-7976.267622
1033391.608,6022136.257,-7977.243863
1037916.996,6021861.524,-7977.610777
1042442.514,6021584.447,-7976.171847
1046968.161,6021305.026,-7976.769685
1051493.94,6021023.261,-7977.520985
1056019.851,6020739.15,-7976.180844
1060545.895,6020452.694,-7977.860326
1065072.074,6020163.891,-7978.496506
1069598.388,6019872.741,-7981.808148
1074124.838,6019579.243,-7986.205246
1078651.426,6019283.397,-7988.648087
1083178.153,6018985.202,-7990.555425
1087705.02,6018684.656,-7992.611949
1092232.027,6018381.76,-7994.234727
1096759.176,6018076.513,-7989.809413
1101286.467,6017768.915,-7978.603483
1105813.903,6017458.963,-7966.651164
1110341.484,6017146.658,-7955.112579
1114869.21,6016831.999,-7943.513943
1119397.084,6016514.986,-7986.906366
1123925.106,6016195.617,-7986.239062
1128453.277,6015873.892,-7985.773224
1132981.598,6015549.809,-7962.254189
454794.204,6043664.379,-580.4438178
459314.815,6043686.276,-539.8836824
463835.416,6043705.867,-498.1939552
468356.009,6043723.154,-445.7679935
472876.593,6043738.135,-391.1407488
477397.171,6043750.812,-335.1496104
481917.743,6043761.184,-278.1810258
486438.311,6043769.251,-221.0499699
490958.876,6043775.013,-181.7900413
495479.439,6043778.47,-153.3564499
500000,6043779.622,-124.3988306
504520.561,6043778.47,-94.97405533
509041.124,6043775.013,-65.07561047
513561.689,6043769.251,-34.74347427
518082.257,6043761.184,-3.984339203
522602.829,6043750.812,24.53412373
527123.407,6043738.135,55.82172451
531643.991,6043723.154,87.01069971
536164.584,6043705.867,115.2642106
540685.185,6043686.276,141.7826957
545205.796,6043664.379,170.4681452
549726.418,6043640.177,200.6191301
554247.052,6043613.67,231.5684956
558767.699,6043584.858,264.8219284
563288.361,6043553.741,305.8366891
567809.038,6043520.318,344.1732724
572329.732,6043484.59,386.389992
576850.443,6043446.557,431.4957301
581371.173,6043406.218,479.9883388
585891.923,6043363.573,535.714905
590412.694,6043318.622,637.9999999
594933.486,6043271.366,747.9999994
599454.302,6043221.803,872.0000007
603975.143,6043169.935,1063.999999
608496.008,6043115.76,1060.999999
613016.9,6043059.279,1053
617537.82,6043000.492,963.9999982
622058.768,6042939.398,570.9999996
626579.746,6042875.997,757.0000003
631100.755,6042810.289,746.9999993
635621.796,6042742.274,1185.999999
640142.869,6042671.952,1172
644663.977,6042599.323,1232
649185.121,6042524.386,1106
653706.3,6042447.142,1359
