,ID,lon,lat,easting,northing,projection,elevation,gw_bore_depth,gw_level,gw_level_std
70,10002064.0,148.73258455,-34.00483085,660000.5755977809,6235955.197738979,55.0,437.0275811084572,21.3,8.766666666666666,3.400326781681758
71,10040427.0,150.57057664,-31.00509209,840955.081779495,6564356.803070581,56.0,431.4253647200055,30.4,21.14333333333333,2.7224662022185377
73,10017397.0,148.27398467,-34.35622215,617159.8830345309,6197610.527396848,55.0,490.4324335999926,30.5,11.233333333333334,1.5472197287033562
74,10040885.0,150.3030646,-29.04620664,821669.9258614024,6782390.16830841,56.0,282.12826406161685,143.9,45.01461538461539,7.70066891738295
75,10014748.0,147.24189033,-33.18091293,522550.18538386445,6328630.688786821,55.0,194.57231191887908,108.8,6.9656666666666665,0.5668608490822261
76,10025808.0,149.49281034,-30.2542658,739848.0390175895,6650409.507727159,55.0,197.64155618344304,96.3,22.38127413127413,2.7056214036110626
77,10001834.0,148.71256114,-31.73482479,662235.2470888852,6487680.821258122,55.0,291.34249378611906,58.2,10.614504504504502,0.3775781972317185
78,10008464.0,147.35939612,-35.08701061,532760.8100576694,6117248.65808877,55.0,180.33500003036315,38.1,8.242846715328469,0.8524810924590408
79,10054770.0,150.02919275,-30.59509531,790465.4452047879,6611359.946474318,56.0,235.82572719843492,74.1,9.239117647058825,0.5708234556600829
80,10067148.0,150.29891503,-30.94898294,815184.5835471996,6571382.430898367,56.0,266.6574894121399,128.0,10.757647058823533,3.542412344712335
81,10062545.0,148.95309361,-29.81593566,688736.6271569313,6700010.338658735,55.0,157.30610345341998,129.4,31.89645454545456,1.4806617601376368
82,10052439.0,150.09919358,-30.76953943,796646.3855953063,6591831.484286858,56.0,246.9073404148245,82.0,9.304428571428572,1.1484170916206928
83,10017045.0,151.1974555,-28.8875472,909470.235683044,6797218.985295983,56.0,284.77533233727934,19.8,8.250666666666666,0.5092473749455061
84,10025770.0,147.97991049,-33.02707953,591513.0070251101,6345284.463243148,55.0,283.8049918491518,11.5,1.8,0.0
86,10088050.0,148.45175739,-34.02677602,634029.9725137964,6233924.842518772,55.0,440.78189770464365,5.9,5.19,0.0
87,10123417.0,147.59860233,-34.90061594,554689.7621735719,6137814.698461965,55.0,349.3512528000235,7.0,1.73,0.0
89,10125244.0,150.50720358,-31.66458967,832568.2837382355,6491393.671735958,56.0,333.5015208000001,3.0,1.805,0.5511669438563964
90,10122888.0,150.58854058,-31.69526586,840173.4337363052,6487739.4282712955,56.0,349.7928888201765,5.11,3.01,0.8593866734744345
91,10034580.0,147.40205938,-34.65539394,536841.840375501,6165097.84682261,55.0,346.24369527906214,45.7,3.6425,0.02586020108197161
92,10058653.0,148.61729115,-32.32315909,652232.2944229655,6422594.649292285,55.0,264.2790907999997,52.0,11.693245614035089,1.5529544539892255
93,10047396.0,147.44097825,-33.32858874,541041.1379298785,6312197.9374266695,55.0,206.3480388000006,122.0,4.070377358490567,0.504141198640428
95,10019385.0,148.81706264,-33.77766712,668248.5627045047,6261011.832915733,55.0,425.4620167009794,47.0,30.07333333333333,4.344224774213335
121,10018042.0,148.49201317,-32.09899286,640783.9722097749,6447617.423575504,55.0,264.43179625182563,22.4,22.705,0.6038004637295339
122,10042990.0,149.27509542,-35.56899623,706176.5276893759,6061472.641185578,55.0,865.7759001362907,25.9,4.13,0.24
123,10077439.0,147.55206079,-34.98261649,550387.381468803,6128745.5211069565,55.0,314.2659292546212,28.7,1.8,0.2
124,10003341.0,149.15593315,-35.74649785,694943.8229884036,6042024.792264692,55.0,803.5071604902084,68.6,1.735,0.135
125,10040658.0,148.66090005,-32.19232513,656562.0855038782,6437037.026728558,55.0,268.8209068788981,33.5,15.2,0.0
126,10136608.0,149.84228182,-29.47593419,775619.1033287407,6735917.447861476,55.0,210.44678815066877,865.0,10.9725,0.30784533454317586
127,10003543.0,150.26639763,-28.86704055,818645.986806643,6802356.926976364,56.0,233.14810203134442,175.9,18.18111111111111,5.085291304765243
128,10036902.0,148.92478806,-32.63399209,680558.7178457051,6387651.644954158,55.0,332.2574912212237,9.8,5.041333333333333,0.817066840731052
129,10057376.0,148.99006101,-32.21260104,687553.2743649262,6434261.994347832,55.0,347.32722937573806,39.3,10.37,1.67
130,10024104.0,147.40095033,-34.83706174,536659.8643108204,6144952.651479904,55.0,347.460402197059,61.0,1.28,0.0
131,10020678.0,150.37502601,-31.051482399999998,822114.9955326363,6559795.424699152,56.0,270.16206137597436,7.6,6.190754716981131,0.4688035717577719
132,10002497.0,148.47620546,-34.56066633,635427.5908816088,6174685.789517884,55.0,439.90505526878525,42.7,1.2,0.0
133,10034899.0,147.42589982,-30.08038918,541044.0937598974,6672230.360639184,55.0,125.39202159999846,76.2,-2.5875,4.1492913551593364
137,10076849.0,150.30197015,-30.91787183,815578.9643598725,6574824.3459262755,56.0,266.4471787999988,162.5,9.08485294117647,1.4708445879504448
138,10008078.0,149.81390901,-29.34176497,773225.623718769,6750859.414079886,55.0,203.08653514946798,78.4,17.68318407960199,2.1096758400745603
139,10056731.0,149.44585037,-29.39749601,737346.1391421487,6745486.271528631,55.0,181.39816340228282,84.4,16.192866242038214,1.0900534965867086
141,10013195.0,148.81034648,-32.75454894,669593.5218869563,6374473.353140324,55.0,509.98709871815146,30.5,16.873333333333335,6.031087979976933
142,10084340.0,148.0909353,-34.76650218,599833.7413925556,6152308.447439484,55.0,291.11784784657664,18.3,9.065,1.035
143,10079204.0,149.60029705,-30.16360978,750423.0915692679,6660228.570682236,55.0,199.07133390614564,118.9,22.79617647058824,11.377508887707648
144,10000111.0,149.61169622,-30.12037631,751631.0625922545,6664996.663030561,55.0,197.90354639999873,57.9,18.20419607843137,0.9701235219433444
145,10008004.0,147.10753754,-33.19810343,510023.2013746936,6326745.791440702,55.0,189.38260339977668,79.6,5.29373015873016,0.541612428239774
146,10016281.0,148.25870934,-34.6242787,615385.1689022906,6167901.4984342735,55.0,453.8008617240285,22.9,1.5,0.10000000000000007
148,10002223.0,150.51613504,-31.15148131,835238.2759262878,6548284.554326304,56.0,296.1139619999997,137.2,7.580148148148148,0.5850203987392364
149,10002717.0,147.46930294,-35.09793154,542773.7480693787,6115995.888234094,55.0,184.4052623470459,51.8,8.68729857819905,1.137488211885325
150,10049022.0,147.92385728,-33.43336986,585879.9890817287,6300286.460139899,55.0,234.17666515730954,79.2,9.746039603960394,0.7032147950210355
151,10069659.0,150.45863408,-30.95759316,830423.3434244875,6569963.792055298,56.0,283.4639104000001,32.06,8.34862385321101,0.4496001646517465
152,10063398.0,146.54598287,-35.96374402,459061.6596846537,6019977.596079176,55.0,141.49364405070543,98.0,4.329292035398231,0.2632731910438391
153,10088547.0,149.11175074,-34.52871843,693814.8820134323,6177193.177636787,55.0,499.176742922494,2.1,1.33,0.0
157,10130509.0,150.02768393,-31.01384518,789062.8500733818,6564926.209354539,56.0,338.2518456428545,7.7,6.127999999999999,0.6044633983956349
158,10125720.0,150.50783237,-31.66078717,832641.515016759,6491813.56535507,56.0,333.0494245455115,3.0,1.14,0.5148168253236908
159,10033259.0,150.28639804,-29.03870671,820069.0816234539,6783267.221293878,56.0,278.83619657833253,70.7,20.611666666666668,0.08314979788844229
160,10022322.0,149.31614167,-29.9776,723467.3519389903,6681439.119445209,55.0,179.4168451248038,97.5,32.115781818181816,3.0335613075957686
161,10011520.0,147.40983751,-34.70567193,537531.8841436249,6159519.579958342,55.0,346.53740924112196,61.0,33.76,0.0
162,10050012.0,148.92812058,-32.53538049,681069.6154647355,6398579.958688967,55.0,294.5733838845489,42.0,11.297105263157894,0.3442643407152252
163,10053075.0,147.48061347,-33.44154147,544672.1532455515,6299658.735349385,55.0,208.82638359999825,124.0,1.1109615384615386,0.43293834885041693
164,10126371.0,147.91210269999996,-34.3188777,583915.9637932366,6202109.975285577,55.0,278.8569719999988,72.5,28.92955555555556,0.2557425402892138
167,10011005.0,148.41118179,-32.14454889,633090.0036764487,6442669.826581918,55.0,249.90852160892732,14.7,14.6,0.2433105012119289
169,10122264.0,147.39426283,-34.91795216,536013.1092486355,6135984.742468158,55.0,297.2166017398191,10.0,-2.3597402597402595,0.6654418979505156
189,10119832.0,149.62169269,-35.13328128,738873.6101543986,6109030.038477853,55.0,801.4947570027086,12.4,6.0884375,0.35386358048512145
207,10001057.0,146.49345851,-34.2478999,453358.09136421717,6210240.785148116,55.0,150.00473772265576,64.9,29.45,0.0
208,10004866.0,147.05731816,-32.68900304,505373.12994115456,6383187.898596722,55.0,264.36865845805335,68.9,38.25,7.483426131570128
209,10046643.0,151.57419189,-32.37369502,930491.7271304096,6408928.780651606,56.0,129.36444474085442,25.9,4.7,0.4552654903094093
210,10031819.0,150.85946301,-31.29731182,867428.4429354045,6531013.0602989495,56.0,485.4120055536121,21.3,3.830000000000001,0.8497450598071558
211,10001694.0,148.78617986,-32.71260436,667407.7048894896,6379162.542167125,55.0,500.02087599689963,14.9,7.736666666666667,1.5193492759146008
213,10013919.0,150.41834097,-29.14065024,832598.9214079031,6771596.321512507,56.0,361.46467555846846,114.9,20.68,1.096366726966848
214,10036943.0,147.45925918,-33.01427704,542895.356216281,6347036.631180096,55.0,234.82054448457959,59.1,15.124999999999998,5.695667212890863
215,10042911.0,148.45701805,-32.58121582,636754.1585570163,6394201.489560897,55.0,443.7195542561034,22.9,7.043333333333332,3.121765882032512
217,10000044.0,149.54419775,-30.16815443,745007.3763530198,6659846.723313764,55.0,195.54535620286862,13.9,12.942666666666666,0.5941657082741221
218,10043666.0,149.43613768,-29.31537808,736593.176416699,6754608.7505190335,55.0,180.34536959999986,74.0,13.39242236024845,2.4089003641638977
219,10015479.0,152.52417490000002,-31.793349900000003,1023317.6534731053,6469152.582484172,56.0,10.087599820725732,20.1,4.606,0.5329765473264279
220,10018149.0,147.35039656,-34.91456261,532007.534363005,6136375.532534959,55.0,257.37655122257627,68.3,34.4,0.0
222,10030831.0,148.59173701,-32.46288166,649596.0586128165,6407139.957046944,55.0,307.8251413997945,50.3,18.656666666666666,3.2598704814080506
223,10048820.0,150.53725024,-31.45148193,836183.8803846668,6514941.802387178,56.0,324.6275449735496,83.8,18.302142857142854,3.4432541264902072
224,10058045.0,148.49569425,-33.60847808,638760.7392612771,6280251.17437767,55.0,268.9833100000012,53.0,12.124621848739496,1.012390290697764
225,10004410.0,148.71200572,-31.74454702,662165.6767837411,6486603.84057538,55.0,293.4047639247172,100.0,10.694845360824745,0.3256432600066466
226,10010812.0,147.33012184,-35.10539719,530085.5430620408,6115218.842245005,55.0,178.1953911434659,90.8,5.9664705882352935,1.272334312229347
227,10011329.0,152.70860234,-31.61174301,1041874.134119021,6488419.845229017,56.0,16.092204935296508,12.1,5.325,0.1972097022630141
228,10018172.0,148.78785376,-33.46955255,666134.2271170412,6295226.686852213,55.0,468.4536902211376,53.3,11.983333333333334,2.3310703311759786
229,10041845.0,147.66708078,-34.15042908,561495.1782114811,6220963.572432667,55.0,231.55148960000042,91.0,36.283962264150944,0.1954707874969684
230,10043572.0,151.08392225,-32.56064323,883520.1821511381,6390054.709443478,56.0,56.718996360015105,15.9,11.1,0.0
233,10073956.0,148.69788444,-33.84020631,657097.7374244785,6254264.930104326,55.0,302.53233939686197,7.0,6.95,0.4415880433163923
234,10059142.0,151.95473909999998,-32.30452708,966699.2117807311,6415008.268187046,56.0,71.99978885914038,7.0,4.9,0.0
235,10142178.0,147.22345683,-35.11123168,520363.1910117146,6114598.812637258,55.0,188.20697583348823,4.2,4.434,0.0830903123113639
237,10121603.0,150.53222261,-31.29559792,836261.4766105746,6532249.222597147,56.0,297.6872867012124,3.0,2.75,0.0
238,10123003.0,150.60441616,-31.60773196,842000.233356613,6497400.328754833,56.0,343.270696556379,5.0,4.25,1.1777379448190786
239,10038464.0,149.85920135,-31.00954157,772983.0560746052,6565829.768915491,55.0,279.82634188172034,31.4,16.87147058823529,0.6712768007704387
240,10068514.0,150.05058289,-30.74370635,792069.4526867946,6594824.208935177,56.0,246.17481520000138,89.0,9.508333333333333,1.0739597974154556
243,10073962.0,148.29703968,-34.32038858,619330.9811921407,6201557.42360057,55.0,445.03121104497563,6.5,5.264827586206897,0.3226252303199507
244,10137392.0,146.89402731,-35.63540524,490405.16260160285,6056484.035378654,55.0,224.8668637296889,6.5,3.312857142857143,0.4682708094899874
245,10117881.0,147.38215774,-35.444582399999994,534682.9440412036,6077585.548149139,55.0,312.2823627199026,14.7,0.525,0.07499999999999997
281,10039352.0,148.03479909,-32.07788482,597661.923823918,6450462.91569091,55.0,222.0,63.1,29.569583333333334,0.8010642877170072
282,10053271.0,149.75227482,-32.61204417,758267.2928943047,6388375.82357623,55.0,546.3766900284604,16.8,7.823333333333332,1.4079378142833183
283,10043077.0,150.19169478,-30.93898362,804967.2463078974,6572790.285246661,56.0,262.3843959325897,43.5,9.8,0.0
284,10062447.0,148.6734944,-32.2226999,657696.9789398143,6433651.065405669,55.0,328.814276920201,32.0,17.0,0.0
285,10006611.0,146.60458464,-35.47929542,464129.2614961893,6073730.946800416,55.0,182.20621068524213,79.9,43.33,0.0
286,10027406.0,148.56034834,-32.4153817,646722.6938038279,6412449.742055049,55.0,324.0535306585243,41.8,22.33666666666667,3.2818829283744337
287,10031603.0,147.46206811,-35.30428584,542007.9475949011,6093114.050020024,55.0,239.6169216942,45.7,7.6,0.0
288,10054016.0,147.34065379,-33.26372295,531727.5233840541,6319424.352014323,55.0,200.90878575571926,26.3,8.684999999999999,7.519353363155638
289,10018265.0,147.80483101,-34.84094791,573584.8366014658,6144299.704668442,55.0,257.4432641136184,54.3,30.675,2.5749999999999997
290,10055826.0,147.45761874,-35.0387285,541738.9348658958,6122566.379244298,55.0,226.52372638098632,91.4,42.86,0.0
291,10054652.0,147.07070272,-33.07609828,506599.0785083599,6340274.519958474,55.0,187.0,55.2,7.560327868852459,0.5759253913802046
292,10011045.0,147.39360449,-35.11721039,535865.8651676164,6113887.755136506,55.0,180.8837203874239,84.4,9.261797752808988,2.10095380254883
294,10024984.0,147.60428652,-35.24178366,554979.7950747231,6099976.209810267,55.0,277.4629337521742,53.3,-0.5,0.0
295,10063389.0,147.8631483,-33.47177583,580201.0600071709,6296076.763320228,55.0,228.11309959999997,60.9,6.2926804123711335,0.5988055386529748
298,10045274.0,146.51818514,-34.70928949,455878.481764804,6159089.217614314,55.0,143.22947760000108,48.4,7.569310344827585,5.381941664130138
300,10049366.0,150.23920654,-32.06676258,805810.0566792104,6447571.725403115,56.0,390.672282707394,8.0,15.15,0.0
301,10085554.0,147.11513569,-35.67345991,510419.51814204705,6052262.523995217,55.0,226.31628279999748,31.0,7.9725,0.5047462233637814
302,10089860.0,148.48620122,-34.01733134,637225.3848230427,6234926.550530002,55.0,385.5018012670839,9.06,3.65,0.0
303,10090982.0,148.46870142,-34.00705359,635625.7876211955,6236089.587461667,55.0,427.3162195521275,8.3,1.9927272727272731,1.705003817159635
304,10137740.0,150.31195419,-29.15231756,822204.9959835313,6770599.082487863,56.0,300.286689285797,266.0,34.012,2.0048181962462333
305,10146415.0,150.35028616,-29.06648413,826207.4490972548,6780011.672373448,56.0,285.885477959145,73.8,31.986,0.033226495451671334
306,10142254.0,149.83374177,-30.78371876,771187.827943116,6590933.071782738,55.0,302.3906530591719,2.9,2.69,0.0
307,10014744.0,147.24492302,-33.14892123,522841.20207078126,6332176.741434107,55.0,196.77911959999744,131.7,6.815609756097561,0.619383572845876
308,10058545.0,150.46475006,-31.34620441,829657.8653959328,6526839.830973882,56.0,301.4954851999995,79.3,12.437647058823528,2.2234526130528054
309,10045524.0,146.69986937,-36.01790933,472956.01884651964,6014023.485298185,55.0,147.73086172158975,103.0,4.426607142857144,0.4128917048682131
310,10060797.0,149.91530888,-30.84954113,778806.5227846357,6583433.303067876,55.0,260.1808781699501,114.0,19.721587301587306,1.1104642334658985
311,10065750.0,150.10585984,-30.74842828,797349.7317110756,6594154.9921714505,56.0,247.01832560152562,124.0,10.236,1.4515339013149733
315,10134561.0,150.19708880000002,-31.310188800000002,804294.2004856378,6531605.795489175,56.0,297.79157368832017,12.0,2.54,0.0
316,10116179.0,147.37759327,-35.45813103,534262.9472590634,6076084.526341084,55.0,319.59216031937467,2.8,1.5236111111111112,0.23435671739392136
317,10116557.0,147.48911709,-35.20119987,544523.3999919082,6104534.713192262,55.0,246.5026539040526,57.0,1.55,0.0
344,10073049.0,148.65090132,-32.28121426,655467.9484254945,6427196.710128045,55.0,287.9027582697434,30.0,2.5,0.0
345,10023390.0,147.80705384,-34.89372567,573740.9383357626,6138445.143578496,55.0,247.39984988866317,70.7,33.12,0.0
346,10009269.0,148.47423969,-32.53954898,638434.6976217133,6398798.730642606,55.0,395.0979460000072,24.4,20.566666666666666,0.7792446485040629
347,10007487.0,148.93673019,-32.35593522,682239.2324245197,6418461.703046,55.0,373.21360031940713,15.2,7.48,2.6809451069849732
348,10020080.0,146.84236281,-35.69901726,485738.73935425974,6049422.645881539,55.0,195.4712198087521,20.1,8.25,1.8225257199831224
349,10055306.0,150.12641557,-30.78592818,799202.436308072,6589941.437820565,56.0,250.48125000000059,121.0,10.881733333333333,0.6722070580475102
352,10127082.0,149.80785,-28.6670416,774415.9215115857,6825675.099718306,55.0,193.48177292799969,34.0,25.95681818181817,0.1146292983187888
353,10058571.0,149.88448219,-31.27065244,774643.229977642,6536811.907375257,55.0,328.9565856000001,74.0,6.8500000000000005,0.25935818218569223
355,10090102.0,147.96136769,-31.79004099,591014.5479689259,6482434.016691126,55.0,203.85174314891538,31.0,6.172400000000001,0.6046902016735513
356,10098171.0,147.84063389,-31.58336687,579760.6107301555,6505436.969082257,55.0,189.3790936864584,15.0,4.669814814814815,0.8814686623717739
382,10033984.0,148.48120489,-34.50872167,635970.7225730913,6180439.790304122,55.0,480.9092685708815,16.8,3.75,3.65
383,10054833.0,149.26508982,-35.15594068,706318.5554285765,6107314.506026629,55.0,624.7369587452937,16.0,6.6795,0.406315798090325
384,10014857.0,147.69232636,-34.01400076,563924.9342497137,6236075.591314206,55.0,233.48999560863518,123.4,35.07333333333333,2.140737152374285
386,10001329.0,148.63340056,-32.19482533,653965.3703294415,6436799.558656257,55.0,262.95272676478737,18.3,13.586136363636365,0.15827501825922716
387,10024868.0,148.31591647,-33.40760801,622363.3544157922,6302750.358969107,55.0,342.5772126694212,61.4,16.963333333333335,0.4960062723617744
388,10038673.0,148.21871083,-34.82816856,611444.3063976845,6145335.148150329,55.0,388.9443629580835,21.8,4.073333333333333,1.0936584882351936
389,10066962.0,149.94948349999999,-31.55731899,779981.0142781127,6504856.872859728,55.0,406.03976032003095,45.7,10.642222222222225,0.9131876742461332
390,10053118.0,149.33394346,-32.09065498,720262.9830267023,6447131.659704613,55.0,397.6135468119684,53.3,31.05333333333333,0.5046671070011288
391,10044484.0,148.6291611,-34.712938799999996,649188.0857097425,6157582.135779668,55.0,486.3158301674276,14.3,2.3,0.0
392,10003255.0,146.87373655,-34.85178805,488457.5114351317,6143385.6085845325,55.0,160.32192320952487,18.6,9.915818181818183,0.9754219430288356
393,10026457.0,147.94840662,-31.56566332,590003.659663973,6507315.642158256,55.0,193.00074187965708,315.8,-7.04,0.0
396,10066988.0,150.25947137,-30.94592748,811424.0464331539,6571832.409804785,56.0,263.00719164996565,136.3,10.655942028985507,1.7303700859413056
397,10047583.0,149.47781019,-30.19259925,738553.256319373,6657277.640840666,55.0,194.63864941064358,131.1,14.743210526315789,2.0057713329014346
398,10017711.0,147.70566235,-34.39372436,564864.7891996312,6193961.602112971,55.0,271.1116537906555,73.2,38.54,7.538823957797838
399,10024846.0,147.37596972,-33.25513095,535020.1946190399,6320365.62725121,55.0,204.33924182160928,136.6,5.653223140495869,0.6531553608559992
400,10011084.0,149.54808663,-30.17565441,745363.4025884091,6659006.861618443,55.0,196.42209744984788,125.0,18.84543071161049,7.005420112799062
401,10027741.0,150.42252622,-31.1687044,826249.1918676328,6546654.224737828,56.0,278.7968535999978,58.2,9.703076923076924,1.5935513537880617
402,10046397.0,147.26372911,-34.72372881,524146.3541878639,6157562.007428543,55.0,235.03367562572112,106.7,55.01,0.0
403,10037526.0,150.60669344,-31.465925800000004,842735.0830794158,6513124.390110629,56.0,341.48253126153963,91.4,16.959999999999994,2.27250866932866
404,10003294.0,152.70999123,-31.61452078,1041989.9950081196,6488104.356764743,56.0,19.450492078952948,13.7,6.073333333333334,0.3368316427468708
405,10000817.0,148.80090269999997,-32.438669399999995,669301.9512538014,6409511.936348585,55.0,282.14507467081614,56.3,12.234000000000002,0.5765680069746036
406,10055580.0,150.34863465,-30.82314915,820356.6402929382,6585197.121144228,56.0,307.7039276358846,93.4,24.62867346938776,1.2563354856730875
408,10127159.0,149.855575,-30.8927027,772969.0737168728,6578794.888909981,55.0,276.18086275600217,137.0,26.775,0.4751086463183464
409,10126144.0,147.5985499,-33.7555388,555433.0117157242,6264787.967316256,55.0,209.56272752051208,92.0,10.310697674418606,0.0799242475312023
412,10025003.0,147.9888194,-33.0195527,592352.8855538722,6346111.150479033,55.0,293.90976714508565,8.0,5.2225,0.11008519428152024
413,10023727.0,151.0392,-28.804000000000002,894333.8611085489,6807024.965170053,56.0,268.4116800000008,92.0,20.821428571428573,1.5260540017727189
414,10086494.0,149.1339506,-32.56399079,700339.1042470061,6395038.7750687655,55.0,479.01047640000616,53.4,5.163333333333333,1.3329749518360134
415,10035076.0,147.77817502,-35.37622865,570683.9256411655,6084955.405826075,55.0,256.65873329555814,6.0,2.415,0.2850000000000001
417,10072565.0,148.4823124,-34.01677579,636867.1800925446,6234993.362134682,55.0,387.0078492076506,3.34,2.63,0.0
418,10088599.0,148.4575907,-34.02233145,634575.5797501622,6234410.056242702,55.0,424.96517799999486,6.92,5.8463636363636375,1.4053034141958145
419,10092815.0,148.45814622,-34.01955366,634631.2606660002,6234717.360332487,55.0,426.0913955061002,7.28,2.324,0.7344412842426548
421,10118156.0,150.41256975,-31.21507768,825140.717510954,6541539.841920875,56.0,280.92019773462397,5.45,3.12,0.0
423,10043359.0,147.46872873,-34.96817269,542788.992413829,6130386.141888941,55.0,234.8183247156419,78.0,37.78,0.0
424,10073423.0,148.26896315,-32.23510549,619557.7407670824,6432797.890302257,55.0,240.42531760000068,17.1,14.409722222222221,0.4661097040105896
425,10052409.0,148.69367826,-32.27288071,659511.4099710032,6428057.816290685,55.0,340.02273004528587,65.2,30.4,0.0
426,10002138.0,149.44449912,-32.30871071,730149.1827675214,6422720.1514447965,55.0,473.41248423059454,21.6,5.8025,1.2973121251264097
427,10021530.0,148.69477654,-31.14954765,661551.6320414839,6552588.090641165,55.0,238.83491218268605,235.9,-16.456666666666667,6.689834743017864
428,10043482.0,148.22704325,-34.63511221,612467.5722379141,6166735.864165816,55.0,484.0938402084861,29.6,8.6,0.5
429,10117824.0,150.27381095,-28.91756079,819214.770813246,6796734.940030543,56.0,249.7559126683361,542.0,17.92,0.0
430,10138728.0,150.51123556,-31.66285573,832957.02528717,6491573.70387372,56.0,333.08537519999976,10.0,2.1659999999999995,0.8247690585854927
431,10038872.0,148.66535674,-33.50844155,654680.8421710453,6291103.645806629,55.0,355.4491193753855,59.7,8.8,0.10256705123966484
432,10000387.0,147.58594541,-34.72094892,553649.7038418559,6157745.672068004,55.0,272.45949053158034,49.7,36.58,1.9200000000000017
433,10014747.0,147.24189033,-33.18091293,522550.18538386445,6328630.688786821,55.0,194.57231191887908,108.8,6.24449152542373,0.5484780134919848
434,10046951.0,150.50586005,-31.32898178,833632.4403423774,6528626.282410272,56.0,301.17651119040175,55.5,6.3180645161290325,1.8528372652020848
435,10052872.0,150.10391488,-30.7020393,797305.9690282887,6599304.636168225,56.0,244.31507418844168,74.7,9.843127413127412,0.8749123878815509
436,10037531.0,147.44777558,-35.10162907,540809.8199875723,6115594.863990229,55.0,184.06631279042148,82.3,12.711698113207548,2.819406960156262
437,10038565.0,150.55752802,-31.48175964,838003.230862238,6511520.687026281,56.0,330.25740861449793,76.2,13.365037593984963,1.6502123919169664
438,10039105.0,149.46392088,-30.11482159,737402.0174645715,6665929.2424095115,55.0,191.1968097830201,60.4,19.35415525114155,1.9557174333459908
439,10015542.0,148.05203197,-33.38177487,597853.1984334581,6305893.833080966,55.0,241.6259688000006,45.7,5.702826086956523,1.1300859202492342
440,10003484.0,150.56753830000002,-32.39092603,835628.554995935,6410629.872072311,56.0,161.30478981153598,15.0,5.75,4.45
441,10058129.0,150.43724615,-31.01731539,828174.0135172354,6563402.810737912,56.0,275.4397555692219,86.0,15.866984126984127,6.363341972834724
442,10051287.0,150.46252273,-30.9370376,830866.0074909697,6572232.256431632,56.0,286.1720705490647,121.6,11.182818181818183,0.8966210629795133
443,10049422.0,148.15478866,-32.04694023,609023.6043629409,6453778.294884743,55.0,224.06472505419885,111.5,16.858378378378383,3.5936720010908623
444,10018787.0,147.97300574,-33.03209441,590863.0058655366,6344734.468186203,55.0,277.7806999377635,15.2,1.5356756756756755,0.3114008500443235
445,10050646.0,147.95536815,-33.46038648,588781.7529229197,6297264.544830112,55.0,235.01082325922118,25.3,8.3,0.0
446,10071077.0,151.30250763,-33.3709341,900381.7190870492,6299311.669496833,56.0,244.78260472848174,38.0,24.52,0.0
451,10136159.0,150.5191711,-28.93092773,843110.2213222292,6794565.477040103,56.0,309.13947783768805,381.0,67.725,1.0425329730996526
452,10120560.0,150.50913835,-31.66123655,832763.8241832925,6491759.727585128,56.0,332.9414151374873,3.0,1.208,0.50822829515878
453,10005768.0,148.25646138,-32.02482781,618651.6954570862,6456122.36580396,55.0,235.2035094243176,50.3,18.083846153846157,0.9704324052990184
454,10005927.0,146.65484608,-34.33873196,468252.788861673,6200231.116742738,55.0,166.86421774472268,61.0,32.6,0.0
455,10048502.0,148.54617357,-31.57954833,646714.9685020413,6505129.816960795,55.0,259.0915992000006,91.0,25.388214285714284,0.6469050138457543
456,10128142.0,150.93198751,-29.69259747,880547.5987929753,6708801.986109154,56.0,678.5257649382562,90.0,1.143333333333333,0.29488227406128625
457,10104249.0,151.95196111,-32.2911938,966505.8003038976,6416500.747706881,56.0,68.80373257532615,7.5,4.24,0.0
486,10011224.0,149.08144915,-32.25982306,696066.2548387987,6428862.866032036,55.0,441.45269160001436,20.4,10.5475,2.7958484848074296
487,10017058.0,148.62365830000002,-32.2854527,652895.016872079,6426765.97781162,55.0,265.2832424561173,13.7,12.77,0.2410624630901943
488,10045318.0,149.11088186,-31.25898938,700992.0301509292,6539773.187660709,55.0,711.9251530210374,18.6,3.453333333333333,0.7430268426435811
489,10054719.0,151.57641512,-32.5992511,929624.7469993935,6383882.723923979,56.0,51.293987683028575,60.0,1.18,0.0
490,10022204.0,148.5334021,-32.17954815,644562.5912434461,6438632.073254185,55.0,255.0892894396647,21.3,16.4003125,0.4285548708669056
491,10000395.0,148.15814079,-33.32788572,607789.6772982674,6311764.060501067,55.0,261.2008000661209,79.6,61.76666666666667,2.6712460679532244
492,10027453.0,147.40289493,-34.85289517,536830.6102995798,6143196.101473045,55.0,344.6500435137308,15.2,-0.2,0.0
493,10034117.0,148.66951552,-32.77149363,656369.1972103477,6372811.458851107,55.0,410.1681412342637,24.4,7.729999999999999,5.693897317889273
494,10048599.0,149.02311583,-32.19426754,690707.3516457644,6436236.549240233,55.0,352.2011377408383,44.2,6.623333333333334,4.30736062520374
495,10005669.0,152.90718415,-28.67313627,1077715.7442384688,6813905.236685501,56.0,63.723647600000035,61.3,8.37,0.0
497,10014627.0,152.97531659999999,-28.566091600000004,1084988.4000300993,6825465.96288953,56.0,70.40920350388865,21.5,15.853928571428574,0.5206200924015946
498,10018110.0,153.58189759,-28.78674276,1143150.8171286844,6797801.669342816,56.0,8.512513877143375,36.6,4.5200000000000005,0.22244100341438847
499,10012849.0,146.86900229,-33.65845136,487854.4395989751,6275705.511715031,55.0,251.04671738804427,119.8,1.33,0.0
